"","Nachname","Vorname","Geburtsjahr","Frau","Partei","Stimmen","Listenplatz","Liste","Gewaehlt","Kanton","Alter","Sitze"
"nr5261","Reumer","Reto",1974,0,"SD",2286,8,"23",0,"BE",41,25
"nr5271","Engel","Markus E.",1962,0,"SD",2375,9,"23",0,"BE",53,25
"nr5281","Bochsler","Raphael",1982,0,"SD",2305,10,"23",0,"BE",33,25
"nr5291","Gerber","Simon",1967,0,"SD",2457,11,"23",0,"BE",48,25
"nr5301","Allgaier","Deborah",1986,1,"SD",1973,12,"23",0,"BE",29,25
"nr5315","Galli","Patrizia",1975,1,"SD",1037,13,"23",0,"BE",40,25
"nr5321","Frischknecht","Martin",1949,0,"Ü",8633,1,"24",0,"BE",66,25
"nr5331","Flückiger","Fritz",1952,0,"Ü",2056,3,"24",0,"BE",63,25
"nr5341","Schöni","Roland",1958,0,"Ü",2183,5,"24",0,"BE",57,25
"nr5351","Stiefvater","Armin",1969,0,"Ü",2101,7,"24",0,"BE",46,25
"nr5361","Wenger","Mirjam",1992,1,"Ü",2239,9,"24",0,"BE",23,25
"nr5371","Strahm","Manuela",1971,1,"Ü",1947,11,"24",0,"BE",44,25
"nr5381","Fischer","Hansruedi",1981,0,"Ü",2143,13,"24",0,"BE",34,25
"nr5391","Wenger","Andreas",1955,0,"Ü",2180,15,"24",0,"BE",60,25
"nr5401","Lüthi","Andreas",1952,0,"Ü",1956,17,"24",0,"BE",63,25
"nr5413","Müller","Raphael",1981,0,"Ü",2074,19,"24",0,"BE",34,25
"nr5421","Egloff","Daniel",1985,0,"PdA",3878,1,"25",0,"BE",30,25
"nr5431","Elsaesser","Christine",1953,1,"PdA",2318,3,"25",0,"BE",62,25
"nr5441","Aellig","Simon",1988,0,"PdA",1396,4,"25",0,"BE",27,25
"nr5451","Fuhrer","Nadin",1987,1,"PdA",1595,5,"25",0,"BE",28,25
"nr5461","Beroud","Olivier",1981,0,"PdA",2370,6,"25",0,"BE",34,25
"nr5471","Gerber","Barbara",1958,1,"PdA",1368,7,"25",0,"BE",57,25
"nr5481","Charpié","Frédéric",1970,0,"PdA",2430,8,"25",0,"BE",45,25
"nr5491","Hostettler","Madeleine",1958,1,"PdA",1225,9,"25",0,"BE",57,25
"nr5501","Egloff","Willi",1949,0,"PdA",2397,10,"25",0,"BE",66,25
"nr5513","Hunziker","Sabine",1980,1,"PdA",1326,11,"25",0,"BE",35,25
"nr5521","Hübner","Hannes",1989,0,"PdA",1480,12,"25",0,"BE",26,25
"nr5531","Kahraman","Pia",1962,1,"PdA",1231,13,"25",0,"BE",53,25
"nr5541","Kürekci","Hüseyin",1956,0,"PdA",1426,14,"25",0,"BE",59,25
"nr5551","Karakuyu","Seyhan",1993,1,"PdA",1388,15,"25",0,"BE",22,25
"nr5561","Läng","Ciril",1989,0,"PdA",1304,16,"25",0,"BE",26,25
"nr5571","Schmid","Judith",1984,1,"PdA",2072,17,"25",0,"BE",31,25
"nr5581","Lortz","Johannes",1980,0,"PdA",1363,18,"25",0,"BE",35,25
"nr5591","Morelli","Marco",1954,0,"PdA",2147,19,"25",0,"BE",61,25
"nr5601","Mugglin","Josef",1961,0,"PdA",1371,20,"25",0,"BE",54,25
"nr5613","Peter","Thomas",1950,0,"PdA",1284,21,"25",0,"BE",65,25
"nr5621","Schneider","Beat",1946,0,"PdA",1505,22,"25",0,"BE",69,25
"nr5631","Stettler","Roger",1980,0,"PdA",1388,23,"25",0,"BE",35,25
"nr5641","Wyss","Beat",1989,0,"PdA",1513,24,"25",0,"BE",26,25
"nr5651","Zbinden","Rolf",1952,0,"PdA",1969,25,"25",0,"BE",63,25
"nr5661","Jutzi","Philipp",1971,0,"Ü",14093,1,"26",0,"BE",44,25
"nr890","Rickli","Natalie",1976,1,"SVP",167185,1,"1",1,"ZH",39,35
"nr1250","Mörgeli","Christoph",1960,0,"SVP",122753,2,"1",0,"ZH",55,35
"nr2136","Heer","Alfred",1961,0,"SVP",142983,3,"1",1,"ZH",54,35
"nr3107","Fehr","Hans",1947,0,"SVP",123326,4,"1",0,"ZH",68,35
"nr4103","Stahl","Jürg",1968,0,"SVP",132800,5,"1",1,"ZH",47,35
"nr5102","Egloff","Hans",1959,0,"SVP",135338,6,"1",1,"ZH",56,35
"nr6100","Rutz","Gregor",1972,0,"SVP",144629,7,"1",1,"ZH",43,35
"nr7100","Schibli","Ernst",1952,0,"SVP",123386,8,"1",0,"ZH",63,35
"nr8100","Matter","Thomas",1966,0,"SVP",141215,9,"1",1,"ZH",49,35
"nr990","Vogt","Hans-Ueli",1969,0,"SVP",140311,10,"1",1,"ZH",46,35
"nr1090","Steinemann","Barbara",1976,1,"SVP",131018,11,"1",1,"ZH",39,35
"nr11102","Haab","Martin",1962,0,"SVP",125046,12,"1",0,"ZH",53,35
"nr1259","Trachsel","Jürg",1962,0,"SVP",123725,13,"1",0,"ZH",53,35
"nr1348","Walliser","Bruno",1966,0,"SVP",128661,14,"1",1,"ZH",49,35
"nr1448","Zanetti","Claudio",1967,0,"SVP",125822,15,"1",1,"ZH",48,35
"nr1540","Tuena","Mauro",1972,0,"SVP",125066,16,"1",1,"ZH",43,35
"nr1639","Köppel","Roger",1965,0,"SVP",178090,17,"1",1,"ZH",50,35
"nr1738","Sulser","Jürg",1961,0,"SVP",121485,18,"1",0,"ZH",54,35
"nr1830","Kuoni","Wolfram Andreas",1966,0,"SVP",121960,19,"1",0,"ZH",49,35
"nr1930","Lehmann","Hans-Ulrich",1959,0,"SVP",123512,20,"1",0,"ZH",56,35
"nr2029","Krebs","Stefan",1969,0,"SVP",122182,21,"1",0,"ZH",46,35
"nr2137","Schläpfer","Therese",1959,1,"SVP",124432,22,"1",0,"ZH",56,35
"nr2228","Langhart","Konrad",1963,0,"SVP",123379,23,"1",0,"ZH",52,35
"nr2328","Liebi","Roger",1961,0,"SVP",117499,24,"1",0,"ZH",54,35
"nr2428","Frei","Ruth",1958,1,"SVP",116400,25,"1",0,"ZH",57,35
"nr2528","Oswald","Daniel",1965,0,"SVP",119426,26,"1",0,"ZH",50,35
"nr2628","Hauser","Matthias",1973,0,"SVP",118762,27,"1",0,"ZH",42,35
"nr2728","Suter","Martin",1970,0,"SVP",117972,28,"1",0,"ZH",45,35
"nr2828","Walder","Patrick",1987,0,"SVP",116006,29,"1",0,"ZH",28,35
"nr2926","Hofer","Jacqueline",1969,1,"SVP",118428,30,"1",0,"ZH",46,35
"nr3026","Hübscher","Martin",1969,0,"SVP",119071,31,"1",0,"ZH",46,35
"nr3126","Dalcher","Pierre",1961,0,"SVP",111080,32,"1",0,"ZH",54,35
"nr3225","Scheck","Roland",1967,0,"SVP",113295,33,"1",0,"ZH",48,35
"nr3320","Rogenmoser","Romaine",1971,1,"SVP",108860,34,"1",0,"ZH",44,35
"nr3419","Fischer","Benjamin",1991,0,"SVP",104801,35,"1",0,"ZH",24,35
"nr3518","Jositsch","Daniel",1965,0,"SP",141209,1,"2",1,"ZH",50,35
"nr3618","Badran","Jacqueline",1961,1,"SP",125795,2,"2",1,"ZH",54,35
"nr3717","Hardegger","Thomas",1956,0,"SP",102104,3,"2",1,"ZH",59,35
"nr3817","Meyer","Mattea",1987,1,"SP",98888,4,"2",1,"ZH",28,35
"nr3917","Naef","Martin",1970,0,"SP",102300,5,"2",1,"ZH",45,35
"nr4017","Galladé","Chantal",1972,1,"SP",115196,6,"2",1,"ZH",43,35
"nr4122","Barrile","Angelo",1976,0,"SP",90424,7,"2",0,"ZH",39,35
"nr4219","Marti","Min Li",1974,1,"SP",94867,8,"2",1,"ZH",41,35
"nr4318","Seiler-Graf","Priska",1968,1,"SP",91309,9,"2",1,"ZH",47,35
"nr4417","Guldimann","Tim",1950,0,"SP",102756,10,"2",1,"ZH",65,35
"nr4517","Molina","Fabian",1990,0,"SP",88744,11,"2",0,"ZH",25,35
"nr4617","Frei","Daniel",1979,0,"SP",86789,12,"2",0,"ZH",36,35
"nr4717","Sprecher Olsansky","Andrea",1975,1,"SP",84971,13,"2",0,"ZH",40,35
"nr4817","Feldmann","Stefan",1970,0,"SP",83306,14,"2",0,"ZH",45,35
"nr4917","Strub Bleisch","Jean-Daniel",1975,0,"SP",84067,15,"2",0,"ZH",40,35
"nr5015","Holenstein Weidmann","Pia",1955,1,"SP",83017,16,"2",0,"ZH",60,35
"nr5120","Pedergnana","Pearl",1959,1,"SP",85649,17,"2",0,"ZH",56,35
"nr5217","Gerber Rüegg","Julia",1957,1,"SP",86319,18,"2",0,"ZH",58,35
"nr5316","Bassu","Pascal",1969,0,"SP",78893,19,"2",0,"ZH",46,35
"nr5414","Thalmann Stammbach","Barbara",1966,1,"SP",86572,20,"2",0,"ZH",49,35
"nr5514","Sangines-Uriarte","Alan David",1986,0,"SP",80528,21,"2",0,"ZH",29,35
"nr5614","Späth","Dominique",1987,1,"SP",81264,22,"2",0,"ZH",28,35
"nr5713","Baumann","Christoph",1962,0,"SP",79959,23,"2",0,"ZH",53,35
"nr5813","Seidler-Bickel","Christine",1967,1,"SP",81149,24,"2",0,"ZH",48,35
"nr5913","Erni","Jonas",1981,0,"SP",82148,25,"2",0,"ZH",34,35
"nr6013","Brändle Amolo","Yvonne (Apiyo)",1975,1,"SP",79936,26,"2",0,"ZH",40,35
"nr6118","Wicki","Monika",1967,1,"SP",79744,27,"2",0,"ZH",48,35
"nr6215","Huber","Patrick (Hadi)",1980,0,"SP",78690,28,"2",0,"ZH",35,35
"nr6314","Loss","Davide",1987,0,"SP",76807,29,"2",0,"ZH",28,35
"nr6413","Sadriu","Qëndresa",1994,1,"SP",73188,30,"2",0,"ZH",21,35
"nr6513","Hoesch","Felix",1970,0,"SP",74501,31,"2",0,"ZH",45,35
"nr6613","Benz-Meier","Christa",1972,1,"SP",75903,32,"2",0,"ZH",43,35
"nr6713","Peer","Manuel",1959,0,"SP",72733,33,"2",0,"ZH",56,35
"nr6813","Porri","Catia",1950,1,"SP",65660,34,"2",0,"ZH",65,35
"nr6913","Tschan","Lucas",1988,0,"SP",67517,35,"2",0,"ZH",27,35
"nr7012","Noser","Ruedi",1961,0,"FDP",105711,1,"3",1,"ZH",54,35
"nr7117","Fiala","Doris",1957,1,"FDP",85669,2,"3",1,"ZH",58,35
"nr7215","Portmann","Hans-Peter",1963,0,"FDP",82395,3,"3",1,"ZH",52,35
"nr7313","Walti","Beat",1968,0,"FDP",78306,4,"3",1,"ZH",47,35
"nr7412","Sauter","Regine",1966,1,"FDP",71701,5,"3",1,"ZH",49,35
"nr7512","Bigler","Hans-Ulrich",1958,0,"FDP",69190,6,"3",0,"ZH",57,35
"nr7612","Günthard-Maier","Barbara",1972,1,"FDP",65696,7,"3",0,"ZH",43,35
"nr7712","Farner","Martin",1963,0,"FDP",67247,8,"3",0,"ZH",52,35
"nr7812","Gross Leemann","Ursula",1957,1,"FDP",63162,9,"3",0,"ZH",58,35
"nr7912","Kündig","Jörg",1960,0,"FDP",61612,10,"3",0,"ZH",55,35
"nr8012","Wettstein","Sabine",1968,1,"FDP",61737,11,"3",0,"ZH",47,35
"nr8117","Baumer","Michael",1974,0,"FDP",61322,12,"3",0,"ZH",41,35
"nr8215","Koller Guyer","Prisca Sandra",1971,1,"FDP",60479,13,"3",0,"ZH",44,35
"nr8313","Gantner","Alex",1968,0,"FDP",59874,14,"3",0,"ZH",47,35
"nr8412","Franzen","Ann Barbara",1964,1,"FDP",57806,15,"3",0,"ZH",51,35
"nr8512","Zambotti-Hauser","Marianne",1967,1,"FDP",59742,16,"3",0,"ZH",48,35
"nr8612","Huggenberg","Kaspar",1966,0,"FDP",60720,17,"3",0,"ZH",49,35
"nr8712","Wenger","Markus",1959,0,"FDP",58469,18,"3",0,"ZH",56,35
"nr8812","Huber","Martin",1978,0,"FDP",59506,19,"3",0,"ZH",37,35
"nr8912","Freiermuth","Helena (Helen)",1958,1,"FDP",53180,20,"3",0,"ZH",57,35
"nr9012","Vollenweider","Peter",1973,0,"FDP",59872,21,"3",0,"ZH",42,35
"nr9117","Jäger","Alexander",1970,0,"FDP",59723,22,"3",0,"ZH",45,35
"nr9215","Tankosic","Tatjana",1965,1,"FDP",54279,23,"3",0,"ZH",50,35
"nr9313","Hofer","Urs",1980,0,"FDP",60065,24,"3",0,"ZH",35,35
"nr9412","Feit","Leila",1978,1,"FDP",57718,25,"3",0,"ZH",37,35
"nr9512","Barthe","Olivier",1962,0,"FDP",56233,26,"3",0,"ZH",53,35
"nr9612","Kienast","Dorothea (Dorothe)",1963,1,"FDP",55793,27,"3",0,"ZH",52,35
"nr9712","Gubler","Stefan",1969,0,"FDP",56892,28,"3",0,"ZH",46,35
"nr9812","Stähli","Thomas",1973,0,"FDP",56254,29,"3",0,"ZH",42,35
"nr9912","Jost","Roland",1957,0,"FDP",54406,30,"3",0,"ZH",58,35
"nr10012","Schlieper","Marc",1974,0,"FDP",54132,31,"3",0,"ZH",41,35
"nr10117","Bickel","Matthias",1969,0,"FDP",54316,32,"3",0,"ZH",46,35
"nr10215","Bürki","Martin",1970,0,"FDP",53386,33,"3",0,"ZH",45,35
"nr10313","Thalmann","Marc Dominic",1973,0,"FDP",51301,34,"3",0,"ZH",42,35
"nr10412","Schreyer","Désirée Anna",1985,1,"FDP",49659,35,"3",0,"ZH",30,35
"nr10512","Bäumle","Martin",1964,0,"GLP",75493,1,"4",1,"ZH",51,35
"nr10612","Moser","Tiana Angelina",1979,1,"GLP",53584,2,"4",1,"ZH",36,35
"nr10712","Weibel","Thomas",1954,0,"GLP",40751,3,"4",1,"ZH",61,35
"nr10812","Maier","Thomas",1975,0,"GLP",38440,4,"4",0,"ZH",40,35
"nr10912","Zeugin","Michael (Michi)",1977,0,"GLP",32324,5,"4",0,"ZH",38,35
"nr11016","Bellaiche Jäger","Judith",1971,1,"GLP",30179,6,"4",0,"ZH",44,35
"nr11117","Mäder","Jörg",1975,0,"GLP",30127,7,"4",0,"ZH",40,35
"nr11215","Dubno","Samuel (Sami)",1966,0,"GLP",27993,8,"4",0,"ZH",49,35
"nr11315","Schaffner","Barbara",1968,1,"GLP",31315,9,"4",0,"ZH",47,35
"nr11413","Garcia Brunisholz","Isabel",1963,1,"GLP",27631,10,"4",0,"ZH",52,35
"nr11513","Ziegler","Christoph",1964,0,"GLP",28127,11,"4",0,"ZH",51,35
"nr11612","Hollenstein","Claudia",1967,1,"GLP",27768,12,"4",0,"ZH",48,35
"nr11712","Hasler","Andreas",1963,0,"GLP",29005,13,"4",0,"ZH",52,35
"nr11812","Gisler","Andrea",1967,1,"GLP",28283,14,"4",0,"ZH",48,35
"nr11912","Huber","Stefanie",1982,1,"GLP",29055,15,"4",0,"ZH",33,35
"nr12012","Alder","Ronald",1969,0,"GLP",27455,16,"4",0,"ZH",46,35
"nr12117","Cometta-Müller","Katrin",1975,1,"GLP",27563,17,"4",0,"ZH",40,35
"nr12214","Schwarzenbach","Beni",1978,0,"GLP",26746,18,"4",0,"ZH",37,35
"nr12312","Wirth","Thomas",1971,0,"GLP",28313,19,"4",0,"ZH",44,35
"nr12411","Nabholz De Zaiacomo","Ann-Catherine",1968,1,"GLP",27154,20,"4",0,"ZH",47,35
"nr12510","Steiner","Annetta",1964,1,"GLP",27609,21,"4",0,"ZH",51,35
"nr1269","Hauri","Andreas",1966,0,"GLP",26569,22,"4",0,"ZH",49,35
"nr1279","Rilke","Thomas",1964,0,"GLP",26634,23,"4",0,"ZH",51,35
"nr1289","Joss","Karin",1958,1,"GLP",27022,24,"4",0,"ZH",57,35
"nr1299","Merki","Markus",1977,0,"GLP",26154,25,"4",0,"ZH",38,35
"nr1309","Bornhauser","Beat",1970,0,"GLP",27268,26,"4",0,"ZH",45,35
"nr13114","Luchsinger","Martin",1975,0,"GLP",24892,27,"4",0,"ZH",40,35
"nr13212","Hasler-Dierauer","Beatrice",1978,1,"GLP",26027,28,"4",0,"ZH",37,35
"nr13311","Hauser","Beat",1964,0,"GLP",24805,29,"4",0,"ZH",51,35
"nr1349","Meier","Beat",1964,0,"GLP",25623,30,"4",0,"ZH",51,35
"nr1358","Stünzi","Christa Isabelle",1986,1,"GLP",25316,31,"4",0,"ZH",29,35
"nr1368","Gehrig","Sonja",1970,1,"GLP",25726,32,"4",0,"ZH",45,35
"nr1378","Wyss-Cortellini","Cristina (Criss)",1972,1,"GLP",24597,33,"4",0,"ZH",43,35
"nr1388","von Planta","Cyrill",1976,0,"GLP",23338,34,"4",0,"ZH",39,35
"nr1398","Scherrer Moser","Benno",1965,0,"GLP",22289,35,"4",0,"ZH",50,35
"nr1408","Marti","Elena",1995,1,"GPS",38722,1,"5",0,"ZH",20,35
"nr14114","Girod","Bastien (Bas)",1980,0,"GPS",70267,2,"5",1,"ZH",35,35
"nr14212","Prelicz-Huber","Katharina",1959,1,"GPS",38748,3,"5",0,"ZH",56,35
"nr14311","Glättli","Balthasar",1972,0,"GPS",59645,4,"5",1,"ZH",43,35
"nr1449","Rykart","Karin",1971,1,"GPS",30223,5,"5",0,"ZH",44,35
"nr1458","Brunner","Robert (Röbi)",1959,0,"GPS",28618,6,"5",0,"ZH",56,35
"nr1468","Hildebrand","Esther",1958,1,"GPS",25393,7,"5",0,"ZH",57,35
"nr1477","Hans","Urs",1952,0,"GPS",24760,8,"5",0,"ZH",63,35
"nr1487","Schlatter-Schmid","Marionna",1980,1,"GPS",23547,9,"5",0,"ZH",35,35
"nr1497","Margreiter","Ralf",1971,0,"GPS",23292,10,"5",0,"ZH",44,35
"nr1507","Häusler-Michel","Edith",1960,1,"GPS",23796,11,"5",0,"ZH",55,35
"nr15113","Neukom","Martin Thomas",1986,0,"GPS",24533,12,"5",0,"ZH",29,35
"nr15212","Kaeser-Stöckli","Regula",1961,1,"GPS",22562,13,"5",0,"ZH",54,35
"nr15310","Maurer Murbach","Philipp",1963,0,"GPS",22409,14,"5",0,"ZH",52,35
"nr1547","Rohweder-Lischer","Maria Agnes",1966,1,"GPS",22632,15,"5",0,"ZH",49,35
"nr1557","Altwegg","Jürg",1970,0,"GPS",23321,16,"5",0,"ZH",45,35
"nr1567","Fehr Thoma","Karin",1963,1,"GPS",23802,17,"5",0,"ZH",52,35
"nr1577","Kälin","Simon",1964,0,"GPS",22872,18,"5",0,"ZH",51,35
"nr1587","Stünzi","Anna",1991,1,"GPS",24536,19,"5",0,"ZH",24,35
"nr1596","Neff","Lucas",1961,0,"GPS",21710,20,"5",0,"ZH",54,35
"nr1606","Näf","Katharina (Kathrin)",1954,1,"GPS",21692,21,"5",0,"ZH",61,35
"nr16112","Griesser","Christian",1967,0,"GPS",20858,22,"5",0,"ZH",48,35
"nr16211","Ferro","Ornella",1959,1,"GPS",21623,23,"5",0,"ZH",56,35
"nr16310","Forrer","Thomas",1972,0,"GPS",21294,24,"5",0,"ZH",43,35
"nr1646","Dürr","Renate",1967,1,"GPS",21139,25,"5",0,"ZH",48,35
"nr1656","Herfeldt Widmer","Matthias Francis",1972,0,"GPS",21367,26,"5",0,"ZH",43,35
"nr1666","Hug","Christina Marion (Chrigi)",1983,1,"GPS",21934,27,"5",0,"ZH",32,35
"nr1676","Maggi","Maurice (Mo)",1955,0,"GPS",23070,28,"5",0,"ZH",60,35
"nr1686","Kisker","Gabriele (Gabi)",1961,1,"GPS",21110,29,"5",0,"ZH",54,35
"nr1696","Probst","Matthias",1982,0,"GPS",21834,30,"5",0,"ZH",33,35
"nr1706","Baumgartner Kläy","Brigitte",1962,1,"GPS",20759,31,"5",0,"ZH",53,35
"nr17112","Marti","Res",1982,0,"GPS",20783,32,"5",0,"ZH",33,35
"nr17211","Knebel","Kerstin",1952,1,"GPS",19521,33,"5",0,"ZH",63,35
"nr1739","Graf","Martin",1954,0,"GPS",22780,34,"5",0,"ZH",61,35
"nr1745","Guyer","Esther",1951,1,"GPS",19623,35,"5",0,"ZH",64,35
"nr1755","Quadranti","Rosmarie",1957,1,"BDP",30372,1,"6",1,"ZH",58,35
"nr1765","Winkler","Rudolf",1955,0,"BDP",28271,2,"6",0,"ZH",60,35
"nr1775","Hunger","Stefan",1963,0,"BDP",19020,3,"6",0,"ZH",52,35
"nr1785","Waser","Judith",1962,1,"BDP",18698,4,"6",0,"ZH",53,35
"nr1795","Meier","Andrea",1989,1,"BDP",16324,5,"6",0,"ZH",26,35
"nr1805","Kweitel","Wolfgang",1982,0,"BDP",13899,6,"6",0,"ZH",33,35
"nr18111","Knöpfli","Hans-Rudolf",1966,0,"BDP",13943,7,"6",0,"ZH",49,35
"nr18211","Kesat","Nagihan",1988,1,"BDP",14011,8,"6",0,"ZH",27,35
"nr1835","Wirth","Kurt (Kuwi)",1949,0,"BDP",13961,9,"6",0,"ZH",66,35
"nr1845","Keller","Cornelia",1962,1,"BDP",14268,10,"6",0,"ZH",53,35
"nr1855","Hämmig","Astrid",1980,1,"BDP",14637,11,"6",0,"ZH",35,35
"nr1865","Wydler","Jacqueline",1988,1,"BDP",14589,12,"6",0,"ZH",27,35
"nr1874","Giovanoli","Arno",1949,0,"BDP",13344,13,"6",0,"ZH",66,35
"nr1884","Leutwyler","Andrea",1973,1,"BDP",14384,14,"6",0,"ZH",42,35
"nr1894","Keller","Rico",1992,0,"BDP",13427,15,"6",0,"ZH",23,35
"nr1904","Cuhsmann","Andreas Günther",1959,0,"BDP",13342,16,"6",0,"ZH",56,35
"nr19111","Fenner","Bruno",1956,0,"BDP",14178,17,"6",0,"ZH",59,35
"nr19211","Beständig","Ebru",1985,1,"BDP",12852,18,"6",0,"ZH",30,35
"nr1935","Artho","Kurt",1962,0,"BDP",13705,19,"6",0,"ZH",53,35
"nr1944","Stahel","Jürg",1966,0,"BDP",14112,20,"6",0,"ZH",49,35
"nr1954","Gut","Astrid",1969,1,"BDP",13878,21,"6",0,"ZH",46,35
"nr1964","Grass","Leonhard",1968,0,"BDP",13214,22,"6",0,"ZH",47,35
"nr1974","Lenggenhager","Suzanne",1958,1,"BDP",13176,23,"6",0,"ZH",57,35
"nr1983","Stockmann","Benedikt",1953,0,"BDP",13126,24,"6",0,"ZH",62,35
"nr1993","Balmer-Bühler","Sascha",1975,0,"BDP",13261,25,"6",0,"ZH",40,35
"nr2003","Jörg","Michael",1977,0,"BDP",12915,26,"6",0,"ZH",38,35
"nr20111","Schön","Kurt",1958,0,"BDP",12724,27,"6",0,"ZH",57,35
"nr20210","Altenburger","Thomas",1973,0,"BDP",13076,28,"6",0,"ZH",42,35
"nr2034","Lenggenhager","Marcel",1957,0,"BDP",12971,29,"6",0,"ZH",58,35
"nr2043","Koller","Ivo",1980,0,"BDP",16169,30,"6",0,"ZH",35,35
"nr2053","Stutz","Hanni",1947,1,"BDP",12524,31,"6",0,"ZH",68,35
"nr2063","Volz","Melchior",1964,0,"BDP",12250,32,"6",0,"ZH",51,35
"nr2073","Brazerol","Rico",1964,0,"BDP",12922,33,"6",0,"ZH",51,35
"nr2083","Beständig","Tim",1988,0,"BDP",11757,34,"6",0,"ZH",27,35
"nr2093","Manni","Beat",1969,0,"BDP",12060,35,"6",0,"ZH",46,35
"nr21011","Riklin","Kathy",1952,1,"CVP",36201,1,"7",1,"ZH",63,35
"nr21111","Schmid-Federer","Barbara",1965,1,"CVP",39445,2,"7",1,"ZH",50,35
"nr21211","Kutter","Philipp",1975,0,"CVP",25152,3,"7",0,"ZH",40,35
"nr2138","Wiederkehr","Josef",1970,0,"CVP",23159,4,"7",0,"ZH",45,35
"nr2144","Thomet-Bürki","Corinne",1965,1,"CVP",16822,5,"7",0,"ZH",50,35
"nr2154","Widler","Josef",1954,0,"CVP",18348,6,"7",0,"ZH",61,35
"nr2163","Barandun","Nicole",1968,1,"CVP",17069,7,"7",0,"ZH",47,35
"nr2173","Bürgin","Yvonne",1970,1,"CVP",16578,8,"7",0,"ZH",45,35
"nr2183","Sigg Frank","Babette",1962,1,"CVP",15214,9,"7",0,"ZH",53,35
"nr2193","Bienz-Meier","Gabriela (Gabi)",1962,1,"CVP",15770,10,"7",0,"ZH",53,35
"nr2203","Müller","Dominic",1974,0,"CVP",15683,11,"7",0,"ZH",41,35
"nr22111","Kunz","Stefan (Stefano)",1963,0,"CVP",14593,12,"7",0,"ZH",52,35
"nr2229","Ruckstuhl","Clemens (Clemi)",1962,0,"CVP",15232,13,"7",0,"ZH",53,35
"nr2234","Hungerbühler","Markus",1974,0,"CVP",14976,14,"7",0,"ZH",41,35
"nr2243","Pinto","Jean-Philippe",1966,0,"CVP",15440,15,"7",0,"ZH",49,35
"nr2253","Stutz","Corinne",1970,1,"CVP",15066,16,"7",0,"ZH",45,35
"nr2263","Zuraikat","André",1986,0,"CVP",14873,17,"7",0,"ZH",29,35
"nr2273","Vogel","Remo",1962,0,"CVP",14774,18,"7",0,"ZH",53,35
"nr2283","Kopp-Podlewski","Marzena",1971,1,"CVP",14487,19,"7",0,"ZH",44,35
"nr2293","Dreisiebner","Andreas",1966,0,"CVP",14560,20,"7",0,"ZH",49,35
"nr2303","Hirzel","Astrid",1977,1,"CVP",15600,21,"7",0,"ZH",38,35
"nr23111","Theiler","Peter",1956,0,"CVP",14430,22,"7",0,"ZH",59,35
"nr2329","Ackermann","Ruth",1960,1,"CVP",14755,23,"7",0,"ZH",55,35
"nr2334","Bernegger","Thomas",1964,0,"CVP",14531,24,"7",0,"ZH",51,35
"nr2343","Rechsteiner","Urs",1978,0,"CVP",14608,25,"7",0,"ZH",37,35
"nr2353","Traber","Christian",1963,0,"CVP",14506,26,"7",0,"ZH",52,35
"nr2363","Greter-Gutzwiller","Monika",1962,1,"CVP",14082,27,"7",0,"ZH",53,35
"nr2373","Weyermann","Karin",1984,1,"CVP",14327,28,"7",0,"ZH",31,35
"nr2383","Maliqi","Lulzim",1979,0,"CVP",13458,29,"7",0,"ZH",36,35
"nr2393","Bajrami-Grohs","Shqipe",1976,1,"CVP",13793,30,"7",0,"ZH",39,35
"nr2403","Rodriguez Guillen","Richard Laine",1973,0,"CVP",13353,31,"7",0,"ZH",42,35
"nr24111","Wegmüller","Rolf",1965,0,"CVP",13020,32,"7",0,"ZH",50,35
"nr2429","Amstutz","Pius",1953,0,"CVP",12929,33,"7",0,"ZH",62,35
"nr2433","Geering","Andreas Stephan",1968,0,"CVP",12624,34,"7",0,"ZH",47,35
"nr2443","Ursprung","Marcel",1982,0,"CVP",12537,35,"7",0,"ZH",33,35
"nr2453","Ingold","Maja",1948,1,"EVP",30229,1,"8",1,"ZH",67,35
"nr2463","Gugger","Niklaus (Nik)",1970,0,"EVP",18376,2,"8",0,"ZH",45,35
"nr2473","Hugentobler","Hanspeter",1967,0,"EVP",14084,3,"8",0,"ZH",48,35
"nr2483","Furrer","Christina",1971,1,"EVP",12775,4,"8",0,"ZH",44,35
"nr2493","Fischer","Gerhard",1951,0,"EVP",15392,5,"8",0,"ZH",64,35
"nr2503","Schaaf","Markus",1966,0,"EVP",11505,6,"8",0,"ZH",49,35
"nr25111","Rottensteiner","Sandra",1964,1,"EVP",11013,7,"8",0,"ZH",51,35
"nr2529","Eberli","Mark",1968,0,"EVP",11499,8,"8",0,"ZH",47,35
"nr2533","Hänni-Hauser","Ursula",1968,1,"EVP",11195,9,"8",0,"ZH",47,35
"nr2543","Zollinger","Johannes",1948,0,"EVP",11523,10,"8",0,"ZH",67,35
"nr2553","Rabelbauer","Claudia",1972,1,"EVP",10651,11,"8",0,"ZH",43,35
"nr2563","Sommer","Daniel",1964,0,"EVP",11929,12,"8",0,"ZH",51,35
"nr2573","Boesch","Tanja",1964,1,"EVP",10519,13,"8",0,"ZH",51,35
"nr2583","Alder","Judith",1967,1,"EVP",11166,14,"8",0,"ZH",48,35
"nr2593","Monhart","Beat",1969,0,"EVP",10834,15,"8",0,"ZH",46,35
"nr2603","Ritschard","Peter",1949,0,"EVP",10063,16,"8",0,"ZH",66,35
